State_Code,District_Code,Area_Type,Age_Group,State,City,Gender,Type,Rate
30,1,Urban,60-69,GOA,North Goa,Female,In Hearing,111
30,1,Urban,70-79,GOA,North Goa,Female,In Hearing,111
30,1,Urban,80-89,GOA,North Goa,Female,In Hearing,77
30,1,Urban,90+,GOA,North Goa,Female,In Hearing,8
30,1,Urban,Age Not Stated,GOA,North Goa,Female,In Hearing,7
30,2,Rural,0-4,GOA,South Goa,Female,In Hearing,14
30,2,Rural,5-9,GOA,South Goa,Female,In Hearing,19
30,2,Rural,10-19,GOA,South Goa,Female,In Hearing,43
30,2,Rural,20-29,GOA,South Goa,Female,In Hearing,49
30,2,Rural,30-39,GOA,South Goa,Female,In Hearing,50
30,2,Rural,40-49,GOA,South Goa,Female,In Hearing,54
30,2,Rural,50-59,GOA,South Goa,Female,In Hearing,57
30,2,Rural,60-69,GOA,South Goa,Female,In Hearing,99
30,2,Rural,70-79,GOA,South Goa,Female,In Hearing,68
30,2,Rural,80-89,GOA,South Goa,Female,In Hearing,37
30,2,Rural,90+,GOA,South Goa,Female,In Hearing,11
30,2,Rural,Age Not Stated,GOA,South Goa,Female,In Hearing,0
30,2,Urban,0-4,GOA,South Goa,Female,In Hearing,24
30,2,Urban,5-9,GOA,South Goa,Female,In Hearing,27
30,2,Urban,10-19,GOA,South Goa,Female,In Hearing,68
30,2,Urban,20-29,GOA,South Goa,Female,In Hearing,62
30,2,Urban,30-39,GOA,South Goa,Female,In Hearing,69
30,2,Urban,40-49,GOA,South Goa,Female,In Hearing,71
30,2,Urban,50-59,GOA,South Goa,Female,In Hearing,77
30,2,Urban,60-69,GOA,South Goa,Female,In Hearing,83
30,2,Urban,70-79,GOA,South Goa,Female,In Hearing,62
30,2,Urban,80-89,GOA,South Goa,Female,In Hearing,32
30,2,Urban,90+,GOA,South Goa,Female,In Hearing,11
30,2,Urban,Age Not Stated,GOA,South Goa,Female,In Hearing,2
30,1,Rural,0-4,GOA,North Goa,Male,In Movement,6
30,1,Rural,5-9,GOA,North Goa,Male,In Movement,9
30,1,Rural,10-19,GOA,North Goa,Male,In Movement,66
30,1,Rural,20-29,GOA,North Goa,Male,In Movement,71
30,1,Rural,30-39,GOA,North Goa,Male,In Movement,110
30,1,Rural,40-49,GOA,North Goa,Male,In Movement,117
30,1,Rural,50-59,GOA,North Goa,Male,In Movement,112
30,1,Rural,60-69,GOA,North Goa,Male,In Movement,135
30,1,Rural,70-79,GOA,North Goa,Male,In Movement,80
30,1,Rural,80-89,GOA,North Goa,Male,In Movement,33
30,1,Rural,90+,GOA,North Goa,Male,In Movement,3
30,1,Rural,Age Not Stated,GOA,North Goa,Male,In Movement,3
30,1,Urban,0-4,GOA,North Goa,Male,In Movement,14
30,1,Urban,5-9,GOA,North Goa,Male,In Movement,15
30,1,Urban,10-19,GOA,North Goa,Male,In Movement,39
30,1,Urban,20-29,GOA,North Goa,Male,In Movement,73
30,1,Urban,30-39,GOA,North Goa,Male,In Movement,108
30,1,Urban,40-49,GOA,North Goa,Male,In Movement,137
30,1,Urban,50-59,GOA,North Goa,Male,In Movement,169
30,1,Urban,60-69,GOA,North Goa,Male,In Movement,175
30,1,Urban,70-79,GOA,North Goa,Male,In Movement,116
30,1,Urban,80-89,GOA,North Goa,Male,In Movement,56
30,1,Urban,90+,GOA,North Goa,Male,In Movement,7
30,1,Urban,Age Not Stated,GOA,North Goa,Male,In Movement,0
30,2,Rural,0-4,GOA,South Goa,Male,In Movement,9
30,2,Rural,5-9,GOA,South Goa,Male,In Movement,13
30,2,Rural,10-19,GOA,South Goa,Male,In Movement,39
30,2,Rural,20-29,GOA,South Goa,Male,In Movement,48
30,2,Rural,30-39,GOA,South Goa,Male,In Movement,73
30,2,Rural,40-49,GOA,South Goa,Male,In Movement,111
30,2,Rural,50-59,GOA,South Goa,Male,In Movement,121
30,2,Rural,60-69,GOA,South Goa,Male,In Movement,147
30,2,Rural,70-79,GOA,South Goa,Male,In Movement,86
30,2,Rural,80-89,GOA,South Goa,Male,In Movement,22
30,2,Rural,90+,GOA,South Goa,Male,In Movement,4
30,2,Rural,Age Not Stated,GOA,South Goa,Male,In Movement,0
30,2,Urban,0-4,GOA,South Goa,Male,In Movement,7
30,2,Urban,5-9,GOA,South Goa,Male,In Movement,11
30,2,Urban,10-19,GOA,South Goa,Male,In Movement,53
30,2,Urban,20-29,GOA,South Goa,Male,In Movement,77
