Table Name,State Code,Distt.Code,Area Name,Total/Rural/Urban,Age-group,In seeing Persons Males,In Hearing Persons Males,In Hearing Persons Females,In Speech Males,In Speech Females,In Movement Males,In Movement  Females,Mental Persons Males,Mental Persons Females
C4920,22,12,District-Mahasamund,Urban,90+,1,2,4,0,0,4,8,0,0
C4920,22,12,District-Mahasamund,Urban,Age Not Stated,0,0,0,1,0,0,1,0,0
C4920,22,13,District-Dhamtari ,Rural,0-4,19,13,11,8,5,45,38,13,11
C4920,22,13,District-Dhamtari ,Rural,5-9,33,28,22,45,27,82,49,58,52
C4920,22,13,District-Dhamtari ,Rural,10-19,158,120,79,68,57,256,210,177,196
C4920,22,13,District-Dhamtari ,Rural,20-29,78,92,75,55,44,477,388,136,163
C4920,22,13,District-Dhamtari ,Rural,30-39,90,108,78,48,35,439,288,119,140
C4920,22,13,District-Dhamtari ,Rural,40-49,93,100,113,40,28,415,226,127,116
C4920,22,13,District-Dhamtari ,Rural,50-59,91,110,109,16,16,337,192,63,76
C4920,22,13,District-Dhamtari ,Rural,60-69,148,156,218,18,8,304,232,19,29
C4920,22,13,District-Dhamtari ,Rural,70-79,119,171,198,7,5,173,192,6,14
C4920,22,13,District-Dhamtari ,Rural,80-89,32,48,76,1,2,44,71,3,3
C4920,22,13,District-Dhamtari ,Rural,90+,8,10,11,0,0,13,14,2,1
C4920,22,13,District-Dhamtari ,Rural,Age Not Stated,0,0,0,0,0,0,2,0,0
C4920,22,13,District-Dhamtari ,Urban,0-4,6,1,3,2,0,10,5,5,2
C4920,22,13,District-Dhamtari ,Urban,5-9,11,5,2,9,6,17,10,11,7
C4920,22,13,District-Dhamtari ,Urban,10-19,32,24,8,24,14,59,25,49,39
C4920,22,13,District-Dhamtari ,Urban,20-29,24,21,14,16,13,87,85,50,41
C4920,22,13,District-Dhamtari ,Urban,30-39,21,29,17,10,12,107,91,43,37
C4920,22,13,District-Dhamtari ,Urban,40-49,28,25,17,15,16,87,57,38,31
