Table Name,State Code,Distt.Code,Area Name,Total/Rural/Urban,Age-group,In seeing - Males,In seeing - Females,In Hearing - Males,In Hearing - Females,In Speech - Males,In Speech - Females,In Movement - Males,In Movement - Females,Mental - Males,Mental - Females
C4920,28,11,District-Srikakulam,Urban,50-59,109,129,82,88,35,29,322,158,46,25
C4920,28,11,District-Srikakulam,Urban,60-69,149,222,95,102,31,16,296,191,17,27
C4920,28,11,District-Srikakulam,Urban,70-79,90,117,51,57,10,11,121,91,9,6
C4920,28,11,District-Srikakulam,Urban,80-89,16,39,21,19,1,2,22,40,2,4
C4920,28,11,District-Srikakulam,Urban,90+,5,7,2,5,1,0,2,4,0,2
C4920,28,11,District-Srikakulam,Urban,Age Not Stated,4,4,0,3,5,0,2,1,0,1
C4920,28,12,District-Vizianagaram,Rural,0-4,72,71,88,94,40,30,143,84,60,37
C4920,28,12,District-Vizianagaram,Rural,5-9,200,151,157,185,288,209,315,223,243,180
C4920,28,12,District-Vizianagaram,Rural,10-19,570,398,425,403,534,490,945,689,457,418
C4920,28,12,District-Vizianagaram,Rural,20-29,396,361,364,394,514,455,1516,1023,366,372
C4920,28,12,District-Vizianagaram,Rural,30-39,474,451,411,458,514,419,1398,779,262,302
C4920,28,12,District-Vizianagaram,Rural,40-49,728,702,528,491,446,321,1496,791,204,210
C4920,28,12,District-Vizianagaram,Rural,50-59,929,1274,482,538,284,246,1393,860,119,142
C4920,28,12,District-Vizianagaram,Rural,60-69,1722,2501,736,765,238,198,1623,1091,93,100
C4920,28,12,District-Vizianagaram,Rural,70-79,819,1031,361,371,77,48,571,432,23,30
C4920,28,12,District-Vizianagaram,Rural,80-89,163,213,79,93,15,13,93,118,6,11
C4920,28,12,District-Vizianagaram,Rural,90+,34,36,10,9,3,1,17,17,2,2
C4920,28,12,District-Vizianagaram,Rural,Age Not Stated,34,51,36,47,23,21,64,45,18,11
C4920,28,12,District-Vizianagaram,Urban,0-4,10,12,15,14,13,10,18,15,11,5
C4920,28,12,District-Vizianagaram,Urban,5-9,46,28,34,33,73,56,45,36,47,29
C4920,28,12,District-Vizianagaram,Urban,10-19,154,96,104,105,202,148,152,133,164,112
